Thijssen,Dekker,Khanna,Mkhatrishvili,Schlapp,Marijnen,Zou,Mynott,Ning,Schmidt,Spanjers,Market
1.44,0.04,0.32,0.16,0.67,0.91,0.75,0.14,0.63,0.54,1.21,0.27
-0.67,-0.6,-0.85,-1.08,-0.6,-0.84,-0.56,-1.05,-0.73,-0.39,-0.73,-0.74
0.6,-0.18,0.82,1.28,1.15,1.28,1.76,1.41,1.11,0.03,1.17,0.7
0.02,0.09,0.22,0.07,-0.07,-0.34,0.1,0.39,0.24,0.47,0.18,-0.09
2.12,1.14,-0.32,0.19,-0.15,0.8,0.85,0.7,-0.12,0.56,0.57,0.65
-0.59,0.64,-0.46,-0.15,-0.18,-0.36,-0.3,-0.3,-0.25,0.82,-0.04,-0.1
-0.92,1.11,1.35,1.57,1.11,0.85,0.36,0.55,-0.23,1.65,0.4,0.12
0.03,0.39,0.66,0.44,0.44,0.75,0.96,0.69,-0.01,0.45,0.77,0.54
0.45,-0.55,-0.25,-0.13,-0.2,-0.25,0,0.29,0.51,0.13,-0.8,0.15
-0.36,0.08,-0.67,-0.28,0,-0.32,0.06,-0.23,-0.9,-0.53,-0.39,-0.7
2.05,2.43,0.52,1.81,1.13,2.63,2.2,2.31,1.46,1.54,2.09,1.67
-0.92,-0.07,-0.06,-0.26,0.69,0.77,0.56,0.47,-0.77,-0.15,0.24,0.01
0.64,0.17,0.77,0.36,1.14,0.43,0.5,1.18,-0.56,0.4,-0.3,0.16
0.51,0.92,0.26,-0.28,1.35,0.13,0.64,0.1,0.01,0.97,-0.1,0.04
0.06,0.15,-0.26,-0.55,1.4,0.24,-0.63,-0.08,0.17,0.02,-0.1,-0.09
-2.25,-0.71,-1.06,-1.19,-1.65,-1.3,0.46,-1.04,-0.57,-0.55,-1.07,-0.62
-0.07,-0.24,-0.38,-0.11,-0.98,0.2,0.2,0.08,1.03,0.15,0.26,0.13
-1.54,-1.25,-1.19,-1.74,-1.5,-1.45,-1.81,-1.47,0.73,-1.09,-1.39,-1.21
0.79,0.18,0.65,0.32,0.01,-0.04,-0.32,0.07,0.65,0.19,0.17,-0.16
0.38,0.61,0.28,0.73,1.78,0.91,1.23,0.45,0.53,0.88,0.6,0.9
1.25,1.18,0.85,1.04,0.53,1.43,1.05,0.85,0.24,0.66,1.46,0.82
-0.2,-0.55,0.08,-0.28,-0.74,-0.13,-0.76,-0.74,-1.34,-0.43,-0.38,-0.59
1.06,-0.2,-0.19,-0.28,-0.44,0.29,0.26,0.02,-0.26,0.1,0.16,0.52
0.8,-0.33,0.09,-0.19,0.43,-0.22,-0.04,0.23,0.58,0.24,-0.43,-0.37
-1.09,-0.72,-1.23,-1.24,-1.1,-1.25,-1.55,-0.67,0.13,-1.35,-1.77,-0.64
0.32,-1.46,0.54,0.38,0.64,0.29,-0.11,0.24,0.33,-0.83,-0.25,0.3
-1.47,-1.27,-1.38,-1.62,-1.73,-2.15,-1.36,-1.52,-0.73,-1.88,-1.89,-0.89
0.98,0.22,-0.39,-0.68,-0.87,-0.63,-0.33,-0.7,0.6,-0.46,-0.37,-0.19
0.93,0.57,0.94,0.75,-0.06,0.04,1.1,0.67,0.09,1.03,-0.16,0.41
0.72,1.85,1.37,1.09,1.2,1.86,1.08,2.01,1.13,0.44,1.68,0.97
0.37,1.04,1.11,1.29,1.16,1.33,1.58,1.73,-0.26,1.41,1.34,0.87
0.82,0.55,0.29,0.43,0.57,0.66,0.48,0.68,0.07,1.05,0.37,0.29
-0.02,-1.18,-0.85,-0.45,-0.55,-1.01,-0.76,-0.57,0,-0.83,-1.44,-0.31
-0.99,-1.83,-1.82,-1.59,-1.59,-2.42,-2.49,-1.89,-0.16,-1.91,-2.32,-1.47
-1.75,-1.9,-2.14,-2.4,-2.16,-1.66,-2.28,-1.58,-0.58,-1.85,-1.64,-1.26
1.88,0.77,0.49,0.36,0.62,0.91,1.31,0.32,1.06,0.79,0.71,0.5
0.95,1.02,0.83,1.39,2.02,1.61,1.62,1.47,-0.12,0.9,1.69,1.21
-1.72,-1.91,-1.7,-2.01,-2.63,-2.86,-2.97,-2.05,-0.78,-2.24,-2.97,-2.24
-0.72,-1.45,-0.72,-1.33,-1.24,-1.3,-1.7,-1.02,-0.39,-1.37,-1.73,-1.07
1.86,0.69,-0.04,-0.35,0.33,-0.09,-0.31,0.61,0.61,0.29,-0.37,0.7
0.92,-0.16,-0.43,-0.57,-0.69,-0.14,-0.09,0.63,1,-0.19,-0.27,0.59
1.1,1.12,1.12,1.48,1.57,1.14,1.5,1.43,0.74,0.29,1.32,1.13
1.42,0.14,0.55,0.53,0.32,0.9,0.34,0.74,-0.53,-0.22,0.55,0.23
0.76,0.43,0.68,0.34,0.28,0.6,1.17,0.62,0.1,0.59,0.85,0.36
0.23,0.96,0.93,1.04,1.1,1.33,1.23,0.6,0.35,1.58,1.36,0.58
0.4,-0.4,-0.92,-1.31,-0.3,-0.67,-0.78,-0.05,-0.14,-0.68,-1.01,-0.31
0.43,-0.01,-0.87,0.54,-0.27,-0.16,0.42,0.03,0.34,0.13,-0.36,0.08
-1.6,-1.31,-1.41,-1.96,-1.26,-2.2,-2.23,-1.65,0.32,-0.85,-2.13,-1.05
-0.59,-0.08,-0.64,-1.02,-0.51,-1.02,-0.76,-0.71,0.37,-0.12,-0.8,0.11
0.79,0.41,-0.12,-0.31,0.44,-0.19,0.37,0.32,-0.49,0.37,0.43,0.56
0.69,-0.15,0.32,0.48,-0.07,0.35,0.89,0.86,0.36,-0.13,0.56,0.35
-1.2,-0.2,-0.48,0.07,-0.43,-0.44,0.51,0,0.07,0.1,0.3,0.04
0.41,0.07,1,0.92,-0.23,-0.14,0.42,0.16,-1.53,0.31,-0.11,-0.07
1.43,0.26,-0.24,-1.36,-0.05,-0.16,-0.14,-0.13,0.97,-0.36,-0.03,0.13
-0.45,-1.84,-0.8,-1.63,-2.08,-1.44,-1.96,-0.94,-0.63,-1.33,-1.67,-1.03
0.26,-0.68,0.11,-0.2,0.15,-0.62,-0.22,0.31,1.54,-0.92,-0.93,0.45
-2.5,-0.46,-0.88,-0.89,0.21,-1.09,-1.52,-0.61,-0.87,-0.49,-1.44,-0.26
-0.38,0.55,0.86,0.79,0.49,0.53,0.42,0.44,-0.63,1.19,1.04,0.25
1.52,1.9,2.1,2.65,2.58,2.32,2.98,2.16,0.03,1.99,2.29,1.2
0.32,-0.56,-0.5,-0.22,-0.42,-0.98,-0.2,-0.21,-0.29,-0.49,-0.65,-0.05
-0.7,-1.12,-1.37,-1.83,-1.57,-1.53,-2,-1.3,0.05,-1.45,-1.08,-0.6
-1.3,-0.76,-0.48,-1.37,-1.43,-0.87,-1.63,-1.03,-0.26,-0.9,-0.55,-0.9
0.41,0.16,1.02,-0.39,0.54,0.72,1.02,0.34,0.54,1.08,0.21,0.36
0.64,0.77,0.27,0.58,0.67,1.11,1.41,1.04,-0.81,0.37,0.99,0.5
-0.76,-1.49,-1.3,-1.11,-2.08,-1.18,-1.3,-1.31,-0.08,-1.88,-1.24,-0.78
1.39,0.32,0.43,0.75,0.2,0.43,1.07,0.62,0.04,0.32,0.32,0.81
0.22,1.18,0.5,0.64,-0.11,0.82,0.47,0.84,0.77,1.04,1,0.36
-0.36,0.61,1.15,1.42,2.21,1.29,1.29,1.14,0.19,0.21,1.13,0.49
0.73,1.09,0.39,1.09,0.65,1.49,1.25,0.84,0.88,1.12,1.35,0.69
0.32,-0.76,-0.58,-0.17,-0.53,-0.03,-0.36,0.21,0.29,-0.94,-0.01,-0.11
1.26,0.01,0.4,-0.28,0.43,0.47,0.54,0.71,0.01,-0.03,0.43,0.54
-0.56,-0.04,-0.31,-0.7,-0.08,-0.57,-1.05,-0.44,0.52,0.37,-0.57,0.06
-1.01,-0.8,-1.01,-0.68,0.08,-0.02,-0.03,-0.12,-0.22,-0.47,-0.8,0.06
0.76,-1.17,-0.91,-0.48,2.44,-0.38,-0.3,-0.41,-0.13,-0.53,-0.48,-0.05
-0.07,0.52,0.25,-0.2,0.11,0.39,0.81,0.59,0.12,0.67,0.61,0.28
1.14,-0.18,1.11,1.65,1.42,1.89,1.51,1.78,1.35,1.17,1.6,0.77
0.82,1.1,1.45,1.84,0.8,0.88,0.64,1.1,-0.05,0.86,1.16,0.54
0.85,0.63,0.29,0.76,1.26,0.88,0.51,0.6,-0.29,0.49,1.17,0.22
-0.01,0.48,-0.49,-0.12,0.42,0.03,-0.05,-0.28,-0.41,-0.32,0.25,-0.03
0.71,-1.18,-0.67,-1.42,0.1,0.07,0.1,-1.01,-0.84,-0.3,-0.25,-0.34
1,-0.91,-0.97,-0.95,-0.34,-0.57,-1.88,-1.15,0.23,-0.93,-0.4,-0.68
1.51,0.19,-0.32,-0.22,0.34,0.15,0,0.17,0.4,0.16,0.13,0.31
0.38,0.45,0.58,0.14,1.04,0.47,0.4,0.08,0.88,0.41,0.55,0.13
0.09,1,1.01,0.45,0.56,1.3,1.71,0.28,0.05,0.61,0.73,0.34
0.97,0.19,-0.06,0.43,1.04,0.13,0.68,0.81,1.53,0.67,0.55,0.75
0.76,-0.35,0.44,-0.15,-0.45,-0.11,-0.42,0.25,0.74,-0.43,0.28,0.12
1.14,0.22,0.2,-0.11,-0.42,0.29,0.27,0.53,-0.17,-0.38,0.14,0.18
-0.12,-0.16,-0.35,-0.23,-0.66,-0.36,-0.22,-0.31,0.05,-0.04,-0.16,-0.01
-3.49,-0.91,-0.71,-0.47,-0.98,-1.38,-0.92,-1.07,-0.06,-0.5,-0.7,-0.72
1.46,1.48,0.18,0.46,0.29,0.47,0.48,0.59,0.61,0.59,0.77,0.53
0.02,-0.29,-0.33,0.11,0.04,-0.02,0.13,-0.26,0.05,-0.23,-0.05,-0.11
0.4,1.12,0.4,0.98,0.2,0.82,0.79,0.47,0.6,0.5,1.22,0.26
0.69,-0.44,0.24,0.41,0.76,0.52,-0.02,0.42,0.68,-0.16,0.19,0.07
-0.33,0.81,1.99,1.15,1.02,1.05,1.06,1.03,-0.25,1.06,1.05,0.74
-0.3,-0.41,0.97,-0.22,-0.35,-0.1,-0.12,-0.53,-1.55,0.04,-0.05,-0.03
0.27,1.1,1.11,0.66,0.74,0.85,0.82,0.76,-0.75,0.88,0.5,0.59
-1.59,-0.98,-1.01,-1.86,-1.9,-1.7,-1.09,-1.53,-0.12,-1.39,-1.82,-0.62
-0.53,-0.81,-1.54,-0.72,-0.79,-1.48,-0.84,-0.6,0.41,-1.31,-1.93,-0.82
0.51,0.18,0.03,-0.48,-0.61,0.15,0.01,0.59,-0.19,0.16,0.16,0.46
-1.41,-1.12,1.73,-1.37,-0.64,-0.92,-1.02,-1,0.18,-1.36,-0.86,-0.49
-1.04,0.49,-0.38,0.03,-0.23,0.08,0.14,-0.02,-0.68,-0.55,0.16,0.12
1.48,0.53,0.25,0.42,0.88,0.46,1.86,0.76,-0.66,0,0.51,0.46
-1.56,-1.02,-1.08,-0.86,-0.45,-0.92,-0.78,-0.12,-0.12,-0.69,-1.3,-0.32
1.41,-0.17,-0.55,0.45,-0.34,0.04,0.14,0.1,0.28,-0.57,-0.24,0.32
-1.76,-0.82,-1.79,-1.94,-1.46,-1.45,-1.24,-1.54,-1.03,-0.98,-1.59,-1.21
1.06,1.26,1.01,1.03,1.67,1.28,1.36,1.28,1.27,1.26,1.44,1.12
0.04,-0.42,-0.4,-0.55,-0.19,0.16,0.03,-0.31,-0.25,-0.83,-0.33,-0.25
0.78,0.95,1.07,1.27,0.44,1.01,0.26,1.35,0.17,0.46,0.78,0.53
0.72,0.47,-0.83,0.47,-0.61,-0.88,-0.59,0.26,-0.04,0.04,0.52,0.19
-0.32,1.59,-0.36,-1.32,-0.56,-0.33,-0.73,-0.5,0.02,0.44,-0.02,0.05
-1.09,-1.22,-1.04,-0.48,-1.07,-1.09,-0.43,-0.82,-1.09,-0.72,-0.55,-0.53
-1.34,0.05,-0.51,-0.89,-1.02,-0.26,-0.61,-0.86,0.97,-0.29,-0.62,-0.08
0.12,-0.28,-0.36,-0.08,-0.72,-0.2,-1.11,-0.46,-0.58,0.07,0.38,-0.33
-0.72,0.25,-0.01,-0.3,0.46,0.6,-0.03,0.79,-1.23,0.28,0.75,0.12
-2.52,-1.97,-1,-2.2,-2.72,-2.14,-2.23,-2.07,-1.62,-1.34,-1.93,-2.03
-1.56,-0.88,-0.47,-0.09,-1.33,-0.53,-0.8,-0.26,0.08,-0.73,-0.98,-0.32
1.73,0.41,0.86,1.5,0.14,0.59,1.34,0.53,-0.21,0.7,0.52,0.74
-2.47,1.18,-0.32,-0.41,1.12,-0.18,-0.25,-0.73,-1,-0.07,-0.11,-0.84
0.48,1.36,0.11,0.58,0.74,0.31,0.54,-0.05,-0.69,0.43,0.05,0.02
-0.61,-1.08,-0.61,-0.31,-0.41,-0.58,-0.55,0.02,0.41,-0.69,-0.56,-0.52
2.09,1.35,2.28,1.8,1.38,0.81,0.75,1.49,1.96,1,0.66,1.13
0.3,0.59,0.69,0.63,1,0.95,0.86,1.05,0.09,1.05,0.87,0.4
-1.6,-2,-0.6,-0.95,-0.61,-0.75,-0.5,-0.32,-0.25,-0.88,-0.7,-0.23
-0.01,0.18,0.07,0.99,0.92,0.48,0.49,0.77,0.69,-0.24,0.86,0.69
-1.11,0.45,0.37,0.21,1.09,0.39,0.79,0.5,0.76,0.09,0.34,0.44
1.42,-0.25,-0.84,-0.14,0.33,-0.07,0.15,-0.28,0.36,-0.72,-0.31,0
0.45,1.52,2.22,1.63,1.94,1.34,1.21,1.48,0.23,1.39,1.11,0.93
0.52,0.81,2.39,2.07,0.36,0.43,0.45,0.32,1.07,0.92,0.19,0.49
0.14,0.19,-0.79,-0.8,-0.56,0.05,-0.1,-0.04,0.11,0.03,-0.6,0.19
0.48,0.12,1.07,0.51,0.59,0.27,-0.72,0.12,0.3,0.19,0.02,0.28
-0.51,0.52,0.68,0.04,0.55,0.18,-0.23,0.09,0.08,0.62,0.23,-0.1
0.83,0.28,1.53,0.15,0.02,0.32,0.47,0.4,0.34,0.51,0.3,0.5
0.5,-0.01,0.65,0.02,0.78,0.54,0.22,-0.1,-0.55,0.68,0.76,0.19
-0.05,-0.51,-0.3,0.07,-0.99,-0.17,0.72,-0.12,0.76,0.2,-0.01,0
0.37,-0.8,-0.03,-0.01,-0.66,-0.26,-0.17,-0.52,0.47,-0.58,-0.5,-0.19
1.2,0.31,1.01,0.35,0.57,0.81,0.3,0.26,0.66,0.05,0.74,0.39
-1.48,1.08,2.34,0.07,1.43,0.47,1.09,1.08,-0.67,0.31,0.52,0.06
-0.21,-1.01,-0.91,-1.14,-0.92,-0.8,-0.56,-0.51,0.01,-0.54,-0.4,-0.14
-2.05,0.76,0.67,-0.16,0.85,0.02,0.26,-0.21,-0.31,0.24,-0.37,-0.17
0.75,-0.47,0.68,0.25,0.46,0.28,0.07,0.24,1.06,0.31,0.08,0.45
-1.29,-0.11,-0.08,0.34,-0.36,0.56,-0.06,0.23,-0.54,0.09,0.74,-0.22
-1.09,-1.11,-1.04,-0.7,-0.81,-0.86,-1.4,-1,-0.92,-1.01,-0.97,-0.72
0.3,0.62,0.16,-0.07,0.29,0.13,0.18,0.44,-0.33,0.24,0.71,0.45
0.54,-0.09,0.82,0.43,0.03,0.4,0.65,0.24,0.71,0.66,0.25,0.19
-1.68,0.02,-1.06,-1.1,-0.56,-0.53,-1.38,-0.32,-1.83,-0.03,-0.44,-0.55
-0.13,-1.09,-1.23,-1.03,-1.02,-1.55,-1.1,-0.96,-0.02,-0.61,-1.39,-0.28
1.27,0.27,-0.04,0.22,0.72,0.21,0.46,0.31,0.89,0.49,0.01,0.7
-0.12,0.02,0.13,0.96,-0.83,0.36,-0.34,0.66,-0.41,0.26,0.28,0.17
-1.21,0.23,0,-0.16,-0.06,0.62,0.06,0.62,-0.52,-0.24,0.17,0.5
-0.66,-0.94,-1.05,-1.23,-1.26,-1.04,-1.27,-0.62,0.19,-0.24,-0.61,-0.18
-3.03,-1.76,-1.39,-1.93,-1.6,-1.54,-1.94,-1.53,-0.94,-1.36,-1.63,-0.97
-0.23,-0.49,-0.17,-0.64,-0.86,-0.58,-1.32,-0.81,-0.69,-1.24,-0.8,-0.62
0.42,0.28,0.97,0.33,0.37,0.31,0.2,0.42,-0.08,0.79,0.8,0.81
-1.79,-0.57,-1.13,-1.4,-1.65,-1.67,-1.8,-1.13,-0.83,-1.19,-1.4,-1.62
1.22,0.6,0.77,0.89,0.57,0.68,1.06,1.09,0.38,1,0.74,0.85
0.48,-0.4,-0.05,-0.26,-1.04,-0.12,-1.42,-0.38,0.45,0.26,0.21,-0.22
-2.28,-1.05,-0.82,-1.35,-0.91,-1.02,-2.07,-0.99,-0.5,-0.97,-0.77,-0.4
-3.02,-1.59,-1.56,-1.63,-1.83,-1.94,-1.64,-2.44,0.01,-1.51,-1.55,-1.39
-1.31,1.55,2.11,0.69,0.32,0.77,1.94,0.71,0.29,1.28,0.98,0.15
-1.47,0.77,0.39,0.76,0.34,0.24,0.22,1.32,0.58,1.09,1.02,1.08
-0.75,-0.89,-0.52,-0.44,-0.07,-1.22,-0.7,-0.69,-0.12,-1.29,-1.03,-0.26
-2.88,-1.44,-1.3,-1.9,-1.4,-1.95,-2.26,-1.89,-0.3,-2.01,-1.68,-1.56
-0.21,1.12,0.66,1,1.46,1.03,1.09,0.82,1.91,0.76,1.16,1.7
-4.97,-2.33,-1.29,-2.5,-2.75,-2.72,-2.39,-2.88,-2.21,-1.84,-2.4,-2.17
-2.61,-1.22,-0.4,-2.26,-1.88,-2.88,-1.46,-0.98,0.47,-0.15,-1.48,-1.3
-5.45,-0.43,-0.7,-1.12,-1.94,-1.48,-1.09,-1.85,-0.12,-0.98,-0.43,-1.59
-2.2,1.25,0.23,1.19,1.12,1.04,1.03,1.71,1.21,1.46,0.44,0.28
2.68,0.42,0.65,1.98,0.88,1.02,2.29,0.68,-0.29,0.34,1.1,-0.53
4.32,1.54,0.66,1.22,1.75,1.7,2.26,1.79,0.49,0.44,1.42,0.22
-1.73,-1.27,-0.17,1.45,0.07,0.16,0.07,0.36,0.22,-0.57,0.16,1.14
1.43,0.55,0.89,1.3,1.01,0.79,0.47,0.77,1.51,1.41,0.87,0.94
3.79,1.98,1.57,1.82,2.03,2.13,1.78,2.63,0.83,0.85,1.46,1.98
-3.46,-0.23,-1.3,-1.23,-0.96,-1.52,-1.38,-1.5,0.03,-0.98,-1.01,-0.85
2.33,-0.58,1.65,1.38,2.36,1.87,2.26,1.94,0.67,0.64,1.57,1.29
-1.65,-0.31,-0.17,-0.02,0.16,0.31,0.5,-0.02,0.39,0.26,0.4,0.66
-3.94,0.46,-0.72,-0.11,-1.25,-0.22,-0.81,0.56,-0.16,0.3,-0.09,-0.17
3.24,1.74,1.94,1.71,3.09,2.61,3.37,2.6,1.37,1.76,2.13,1.37
0.33,-0.11,-0.85,-0.85,-0.37,-0.29,-0.56,-0.5,-0.18,-0.46,-0.19,-0.18
-1.42,0.42,0.95,0.51,0.98,0.14,2.65,0.13,1.6,0.8,0.95,0.6
1.84,0.78,0.53,1.1,2.64,1.91,1.25,1.69,0.5,0.32,1.04,1.23
-2.31,-0.04,-0.24,-0.31,-1.06,-0.17,0.1,0.42,0.28,0.22,-0.35,-0.01
-4.84,-0.73,-0.3,-0.64,-1.09,-0.26,-1.26,0.16,-0.6,0.24,-0.37,-0.35
2.61,0.53,0.25,0.68,0.38,0.53,0.59,0.1,1.48,0.19,-0.15,0.48
0.6,1.8,0.46,0.95,0.13,0.41,1.39,0.36,-0.78,1.4,0.31,0.49
3.92,0.17,0.38,0.66,-0.08,-0.07,-0.48,0.08,0.83,-0.28,-0.08,0.09
-2.46,0.18,-0.71,0,0.64,0.51,-0.17,0.85,0.06,0.09,0.47,0.33
0.52,-0.27,-0.19,0.12,-0.08,-0.36,-0.25,0.04,-0.19,-0.18,0.02,0.1
-0.83,1.13,1.92,0.25,0.57,0.2,0.59,0.47,-1.08,1.2,0.75,0.07
-2.31,-0.73,-1.45,-0.99,-1.54,-0.9,0.1,-0.72,-1.14,-0.53,-0.76,-0.03
1.81,-0.21,-1.14,-0.46,0.22,0.54,0.27,-0.17,-0.38,0.2,-0.08,0.06
-2.77,-0.79,-0.26,-0.59,-0.63,-0.77,-0.75,-0.62,0.72,-1.38,-0.78,-0.05
-0.19,0.53,0.36,0.41,0.7,0.83,0.58,0.56,0.38,0.3,0.43,0.51
-0.3,0.36,-0.53,-0.67,-1.87,-1.05,-0.94,-0.42,-0.22,0.31,-1.03,-0.21
2.78,1.15,0.6,1.91,0.78,0.93,0.66,0.79,0.04,2.32,0.72,0.31
1.94,0.1,0.09,0.51,-0.19,0.19,-0.03,0.32,0.4,0.14,0.32,0.48
-1.25,1.36,1.46,0.78,0.51,1,0.95,1.01,-0.45,1.45,1.24,0.4
-1.56,0.32,0.25,-0.12,0.27,-0.11,-0.4,0.1,-0.06,-0.26,-0.07,-0.09
-2.74,0.3,0.17,-0.17,0.32,0.52,-0.28,-0.16,0.57,-0.13,0.64,0.3
-12.52,0.36,-0.64,-1.97,-2.17,-1.44,-0.79,-0.67,-0.32,0.3,-0.8,-0.35
-3.92,-2.68,-1.43,-1.86,-1.38,-1.79,-1.4,-2.46,-0.62,-1.9,-1.58,-0.9
-0.89,-0.83,0.82,1.38,0.14,0.83,1.16,1.23,0.8,0.31,1,0.65
1.62,1.34,0.43,0.79,1.37,1.31,2.07,0.95,0.05,0.09,0.47,0.46
-3.23,-0.43,0.04,-0.48,-0.75,-0.41,-0.34,-0.23,0.09,-0.47,-0.55,-0.17
-2.2,0.87,0.28,0.67,0.9,1.07,0.06,0.46,-0.25,-0.61,1.04,0.25
-7.69,-1.2,-1.43,-1.35,-1.75,-2.06,-2.56,-1.93,-0.31,-1.17,-1.33,-0.82
5.24,0.56,0.84,1.36,0.88,1.65,0.99,0.39,1.23,1.03,1.51,0.13
-5.46,-2.04,-1.83,-2.98,-3.04,-2.23,-2.06,-2.13,-1.87,-1.86,-1.94,-1.72
-0.38,1.11,0.2,0.18,-0.16,0.22,0.65,0.71,0.67,0.6,0.47,0.5
-1.91,0.56,-0.13,-1.63,-2.28,-1.29,-1.31,-1.2,-1.27,0.14,-0.78,-1.55
-3.11,-0.97,-0.85,-1.21,-2.22,-0.83,-0.45,-0.01,-0.92,-0.28,-1.09,-0.68
3.05,-0.54,-0.58,0.37,-0.12,-0.33,-0.96,-0.22,0.25,-1.16,-0.54,-0.8
9.19,2.48,2.01,3.01,2.86,2.44,2.56,2.02,2.31,1.92,2.76,2.15
0.8,2.2,1.29,1.89,1.41,1.71,1.31,1.65,1.72,0.94,2.05,2.36
4.83,0.17,-0.93,0.19,0.79,0.24,0.69,0.4,-0.04,-0.45,0.54,0.43
-1.5,0.34,0.57,0.21,0.66,0.86,0.46,0.78,0.2,1.11,0.51,0.37
0.88,-0.06,0.19,0.65,1.82,0.29,0.53,0.72,0.54,1.01,-0.34,0.21
-0.79,0.27,0.17,0.24,1.27,0.43,-0.04,0.31,1.25,0.02,0.39,0.07
-0.22,0.3,0.86,0.62,-0.22,0.45,0.49,0.78,0.92,0.52,0.76,0.39
-0.15,0.46,0.65,0.71,0.37,-0.12,0.33,-0.02,1.81,1.15,0.06,0.13
-1.42,0.14,-0.28,-0.1,-0.36,-0.3,-0.64,-0.1,-1.91,0.08,-0.4,-0.48
-0.17,-0.78,0.17,-0.08,-0.44,-0.14,-0.6,-0.31,-1.57,0.04,0.25,-0.93
1.14,-0.66,-0.09,-0.61,-0.52,-0.07,0.23,-0.27,0.37,-0.59,0.15,-0.12
-5.92,-0.71,-0.56,-2.03,-2.3,-1.71,-2,-2.02,-1.71,-0.8,-0.94,-1.84
-2.93,-1.67,-1.74,-1.46,-2.03,-1.87,-1.13,-1.79,-0.64,-1.38,-1.42,-1.04
-2.16,1.81,0.73,1.15,0.24,0.83,0.88,0.49,1.06,3.63,1.1,1.19
2.33,1.32,1.16,1.96,1.41,1.55,1.65,1.92,1.02,1.77,1.7,1.81
-0.02,-0.31,-0.36,-0.74,-0.92,-0.39,-1.52,-1.08,-0.92,-1.6,-0.55,-0.85
-4.29,0.36,-0.2,-0.38,-1.03,-0.82,-0.48,-0.51,-0.5,0.88,-0.09,-0.79
-0.47,0.58,-0.37,-1.32,-0.24,-0.23,-0.79,0.28,0.56,-0.06,-0.23,-0.19
1.58,-1.19,-0.03,-0.95,-0.83,-0.75,-0.95,-0.7,0.93,-0.43,-0.34,-0.6
-3.35,-1.89,-1.74,-3.34,-1.79,-1.66,-1.83,-1.23,0.07,-2.11,-2.01,-1.08
4.1,1.03,0.69,1.59,1.01,1.21,1.27,1.65,1.32,1.01,1.58,1.36
-2.22,-0.78,-0.28,-1.74,0.85,-0.36,0.1,0.17,-0.04,-1.29,-0.34,0.11
2.86,0.08,-0.53,0.26,1.24,0.25,0.48,0.01,0.66,0,-0.74,0.42
0.63,1.65,1.07,1.42,1.15,1.04,1.72,2.37,0.14,1.6,1.42,1.58
0.08,-0.61,-0.48,-0.11,-1.45,0.04,-0.51,-0.45,0.25,0.25,-0.06,-0.47
2.25,0.65,0.06,1.72,0.61,1.18,0.61,0.93,0.16,0.63,1.06,0.43
1.74,0.07,-0.42,-0.18,0.9,-0.74,-0.8,-0.5,-0.07,-0.2,-0.32,-1.21
-5.23,-0.18,-1.11,-1.49,-1.21,-1,-1.83,-1.75,-1.42,-1.3,-1.19,-1.39
0.02,1.7,1.5,1.85,1.37,0.96,1.47,0.82,1.39,1.29,1,0.98
2.07,-2.65,-0.93,-1.78,-2.26,-1.57,-2.21,-2.09,-1.93,-1.92,-1.49,-1.3
5.6,0.57,0.84,0.87,1.57,1.09,1.12,0.99,0.88,0.22,0.35,1.25
6.5,2.15,1.74,2.39,2.13,1.73,2.16,1.61,0.93,1.63,1.29,1.49
-2.23,-1.12,0.28,-0.37,-1.89,-0.73,0.68,-0.28,-1.28,-0.23,-0.39,-0.35
3.47,0.79,1.06,0.86,1.95,1.12,0.9,1.1,1.23,1.27,1.4,1.1
0.98,-0.35,0.39,0.81,-0.57,0.2,0.81,-0.16,-3.28,-0.03,-0.12,-0.2
1.8,-0.54,-0.89,0.36,0.9,-0.09,0.2,-0.72,-0.93,-0.73,-0.42,-0.46
-2.56,0.72,0.62,0.06,-0.48,0.68,-0.38,0.56,1.51,0.94,0.69,1.05
-0.58,0.42,0.22,-0.25,-0.37,0.02,-0.3,0,-1.73,0.44,0.07,0.03
2.17,0.27,0.79,1.2,2.84,0.91,0.43,0.97,0.1,0.19,1.06,1
3.16,2.18,0.38,0.54,0.59,0.61,0.82,1.15,-0.85,0.27,1.05,0.47
1.85,-1.24,1.09,-0.16,-0.51,-0.03,0.14,-0.11,-0.1,0.18,0.5,0.17
-1.64,0.01,-0.51,0.4,0.49,0.03,-0.06,0.38,1.91,0.59,0.48,0.03
-0.69,0.51,0.26,0.49,0.15,0.21,0.58,0.39,-0.44,0.13,0.32,-0.01
-0.91,0.77,-0.76,0.1,0.18,0.08,0.09,0.48,-0.07,0.05,0.16,0.61
-1.33,-0.21,0.27,-0.49,-0.35,-0.49,-0.4,-0.06,0.55,-0.33,-0.27,-0.08
-0.42,0.19,-0.08,0.93,0.84,0.7,0.37,0.5,0.49,0.3,0.43,0.32
1.35,0.73,0.31,-0.33,-0.18,0.3,0.68,-0.12,-0.85,0.28,0.84,0.02
-2.37,-0.21,0.76,-0.01,0.31,0.39,-0.45,0.08,-0.44,-0.11,0.38,-0.08
-0.53,-0.17,-0.37,-0.41,-0.85,-0.22,-0.5,-0.38,-0.25,0.04,-0.59,-0.36
-1.97,0.49,0.77,0.3,1.15,1.3,0.77,0.6,-1.51,0.63,1.03,0.62
